title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"Rubble To Rubble","Wilderado","6nl9BAvm7wMV2mEEChRzA9",0.558,0.454,9,-8.377,0,0.0378,0.376,0.00000476,0.258,0.285,134.94,204000,4
"i saw you in a dream","The Japanese House","0ltmioOsLQsL0OFgcPbdVi",0.26,0.261,4,-9.651,1,0.0358,0.837,0,0.249,0.226,138.2,200304,3
"Woodland","The Paper Kites","431qZaQAJuIolwBrlDa6Yg",0.435,0.523,0,-9.502,1,0.041,0.535,0.00011,0.162,0.374,178.301,231587,4
"drinking games","Sophie Cates","1uE4onkFvDXyBjIGsu9PZ5",0.509,0.636,2,-5.811,1,0.0453,0.635,0.000127,0.613,0.302,94.135,200702,4
"Ramblings of a Lunatic","Bears In Trees","0zHgtaaO1T7AQh4TA9AK1b",0.701,0.376,4,-10.883,0,0.0447,0.799,0,0.126,0.673,111.922,212013,4
"Google Earth","eisenach","4IUXrIvqGk0XMxuXnwJo8m",0.708,0.498,9,-7.911,1,0.0861,0.323,0,0.0779,0.459,136.026,149000,4
"West Coast City","Tucker Rivera","5AmzmWV5W2cGE3pHesHMmS",0.607,0.199,10,-17.95,1,0.0644,0.902,0.000876,0.146,0.11,139.835,195429,4
"Do You Love Me Still?","The Kooks","1S9VJIS4unNB2D6SEf4BbD",0.408,0.412,1,-8.807,0,0.0386,0.218,0.000514,0.17,0.0804,138.178,195307,4
"Wasted Time","Vance Joy","7DmiHaP1MxL9i1p0kHhXq2",0.602,0.603,9,-6.981,1,0.0328,0.408,0.00188,0.157,0.454,112.021,300973,4
"Solar Power","Lorde","3KdoeNlEN0BoAKWzaRLNZa",0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971,192621,4
"still feel.","half•alive","48XkVAagIoQHCsOlJtXUd5",0.779,0.516,10,-6.467,0,0.0521,0.148,0,0.0492,0.715,120.026,247787,4
"Punching Bag","Wallice","68LD7fYCVnACJtnLKHd3Q9",0.621,0.766,1,-1.73,0,0.0392,0.433,0.0000092,0.323,0.612,138.974,153784,4
"Hallucinogenics","Matt Maeson","6bLU8e0LGyztE9iD5DWBQ1",0.549,0.653,0,-7.47,1,0.0503,0.457,0,0.0969,0.287,121.348,187173,4
"Would You Rather","Phoebe Bridgers","4ctEt5qumxA8RuzdeQagkk",0.482,0.363,10,-10.926,1,0.0309,0.936,0.000109,0.104,0.261,135.779,199080,4
"Kyoto","Phoebe Bridgers","49UDOG8DoBajXTJSTqfRMg",0.599,0.742,11,-6.886,1,0.0419,0.0488,0.32,0.0916,0.493,131.014,184524,4
"Boys","Indigo De Souza","3rq5VaJa4HfQIHPgGa2iH8",0.738,0.225,2,-15.651,1,0.0363,0.862,0.000167,0.107,0.189,103.035,212544,4
"Savannah","Relient K","5xJII9WBtF4YwKeTsymO6P",0.702,0.695,1,-6.152,1,0.0352,0.143,0.0000322,0.115,0.554,107.915,256720,4
"Flightless Bird, American Mouth","Iron & Wine","1X3T2J7S1s6aCIbmjFf2NG",0.37,0.403,3,-7.997,1,0.026,0.822,0.0649,0.106,0.179,155.049,241917,3
"Fast Talk","Houses","7DrvXVuYtvFZjM8AymQlel",0.597,0.503,9,-7.732,1,0.0377,0.545,0.11,0.205,0.351,140.023,259947,4
"Nothing","Bruno Major","2IAR0DziHCjSu16gR4ihvy",0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,162797,3
"Lose It","SWMRS","0Ceozg27V0Ws9jgQixD8fr",0.792,0.41,5,-10.141,1,0.0492,0.334,0.0000219,0.106,0.561,112.043,240533,4
"If You Want To","beabadoobee","7I1kle4TNmkfednJDKo8GR",0.666,0.527,9,-5.851,1,0.034,0.109,0.0000902,0.132,0.37,115.979,223638,4
"Choke","I DONT KNOW HOW BUT THEY FOUND ME","37mfTcSlX60JtAvAETytGs",0.516,0.85,4,-3.909,0,0.0706,0.00139,0,0.296,0.583,120.324,195717,4
"Your Graduation","Modern Baseball","0YHbKVzzxk7bUpfdr9VQY3",0.395,0.902,8,-5.808,0,0.176,0.001,0,0.327,0.632,184.737,163760,4
"Island In The Sun","Weezer","2MLHyLy5z5l5YRp7momlgw",0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4
"Spring Time","Daniel C","6oHKhHfrB0uHGCjkUsZEDy",0.797,0.455,2,-8.09,1,0.0366,0.691,0.748,0.0685,0.769,90.001,210077,4
"arrow","half•alive","6HGDxEtcoUsztb2xeVOXTP",0.797,0.606,7,-6.41,1,0.0938,0.00549,0.0000962,0.0954,0.77,99.982,222707,4
"White Lies (feat. Alex Charles)","Daren","2GsYhRWCg5uwTB0FxX1t67",0.688,0.701,4,-7.603,0,0.0316,0.634,0.0215,0.111,0.666,143.99,177041,4
"Marceline","Vista Kicks","3OJ0qtEbfXrqSWizwfKkaZ",0.674,0.588,1,-4.849,1,0.0403,0.179,0.00000144,0.0938,0.585,94.077,231303,4
"Astronaut","Future Crib","2N9Mt1z4ZINZsP7K4y2Qbu",0.48,0.327,6,-12.123,1,0.06,0.013,0,0.0816,0.609,153.324,186253,3
"Hot Knifer","Peach Pit","51jG0OlS5GWuunFH05NyC6",0.644,0.247,6,-8.813,0,0.0368,0.927,0.0264,0.115,0.0876,124.667,248747,4
"Stuck on the puzzle","Alex Turner","7w6QlKAOcNEnqRgrnJvQtr",0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,211053,4
"Trigger Of Love","JAWNY","3soKdLpgZNCtYLRsnwxwfB",0.661,0.618,6,-5.023,1,0.167,0.371,0.000222,0.114,0.523,75.029,170023,4
"Rocky","Still Woozy","5uDohC8URXwbGiHAMuKGoa",0.734,0.518,11,-9.514,0,0.0813,0.556,0.00282,0.111,0.555,101.083,166000,4
"Kilby Girl","The Backseat Lovers","1170VohRSx6GwE6QDCHPPH",0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4
"didya think","Arlie","4HOg84QsolNLzNp08qZ3sX",0.468,0.89,4,-2.974,1,0.0701,0.00415,0.0000121,0.508,0.709,140.265,200467,4
"Red Eye","Vance Joy","43YnOHuci8PolOAzI7XoXe",0.535,0.542,9,-7.436,1,0.0288,0.0418,0,0.158,0.129,115.554,303827,4
"coachella","lovelytheband","1bPJ6Ay1La8IYPCuCvQA7k",0.563,0.646,2,-6.849,1,0.0312,0.0664,0.000879,0.0877,0.288,115.013,226435,4
"Chanel","Frank Ocean","6Nle9hKrkL1wQpwNfEkxjh",0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,210285,4
"Boredom (feat. Rex Orange County & Anna of the North)","Tyler, The Creator","5WNYg3usc6H8N3MBEp4zVk",0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,320720,4
"See You Again (feat. Kali Uchis)","Tyler, The Creator","7KA4W4McWYRpgf0fWsJZWB",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,180387,4
"EARFQUAKE","Tyler, The Creator","5hVghJ4KaYES3BFUATCYn0",0.554,0.498,9,-8.866,1,0.0685,0.23,0.00000598,0.795,0.413,79.635,190067,4
"White Lie","The Lumineers","0omH6Dbw21O4Hw46cTbMBF",0.632,0.284,8,-9.319,1,0.0315,0.792,0.000704,0.109,0.167,79.024,195083,5
"Where The Skies Are Blue","The Lumineers","3CuscN8itbT86pQFKQMIk7",0.569,0.477,9,-6.577,1,0.0277,0.861,0.000485,0.0644,0.552,132.423,140120,4
"A Long Time Ago","Jim Croce","47E0dqLhKvJZvQYod46Ibd",0.562,0.387,7,-10.959,1,0.0307,0.543,0.000109,0.171,0.806,115.16,141707,4
"Denim","Stelth Ulvang","2JLqBniy8pZp0DBJH03aTx",0.576,0.652,4,-11.138,1,0.0618,0.662,0,0.111,0.708,142.727,166907,4
"Walls","The Lumineers","3UpEsDQyd6eyRQzgQdNyGo",0.609,0.44,10,-6.32,1,0.0265,0.692,0,0.0688,0.43,108.427,199119,4
"Woman","Mumford & Sons","4LngVAmigX4WrBEDfonBlU",0.587,0.514,1,-11.924,0,0.0394,0.64,0.391,0.11,0.15,156.948,274553,4
"Shaky in the Knees","Grizfolk","6hK0SJ7bCPSlmXB9yGVTr5",0.591,0.601,7,-7.222,1,0.0269,0.19,0.00263,0.0958,0.515,117.076,209480,3
"I Got You Babe","Boom Forest","4aW2GNivjugccqc5Hq45TY",0.427,0.295,10,-9.161,1,0.0412,0.939,0.000635,0.193,0.549,81.158,147333,4
"The First Time","Miki Fiki","2A0fhBGmHrrQ1kMQ4QpIjO",0.955,0.208,11,-13.384,0,0.226,0.573,0.00124,0.113,0.654,124.997,209723,4
"Summer Fantasy","Williams Goldsmith","5UL4RRKCn2X9nKAgQ0KRRM",0.737,0.708,1,-5.422,0,0.0665,0.155,0.000026,0.0716,0.897,160.033,207880,4
"Little Lion Man","Mumford & Sons","6JnufVNLIO5F5Lk4sEVLeI",0.517,0.481,5,-8.273,1,0.0272,0.0293,0.0000179,0.0903,0.461,138.51,246973,4
"Sunday Morning","Tyson Motsenbocker","3uHzqbhFpVuetPLjJ8JTMW",0.683,0.545,0,-11.643,1,0.0609,0.552,0.0695,0.0929,0.625,148.046,299333,4
"Guiding Light","Mumford & Sons","4VeCmOb1rAEZQfH7Rlms9C",0.551,0.685,7,-8.649,1,0.0421,0.0547,0.0000118,0.0743,0.289,100.05,217633,4
"The Cave","Mumford & Sons","7IxVWmdabNVhfLBV3JD0nJ",0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987,4
"Angeline","Rayland Baxter","1b3UY0WcVkxQvPDGo7T36s",0.485,0.75,10,-6.564,1,0.0289,0.0278,0,0.385,0.802,91.795,234800,4
"TJ","Orange Guava Passion","3TNWABKm4Xgcl2WMYbPoBm",0.616,0.562,4,-8.016,0,0.0608,0.371,0.00303,0.677,0.677,94.868,245496,4
"I'm with You","Vance Joy","6Qwuw0eOeszVlewLpu24gR",0.657,0.396,7,-9.255,1,0.0293,0.805,0.00000158,0.103,0.115,110.003,239787,3
"You Are Gold","The National Parks","2AcN6OGdjrnvNNoLTLFSy6",0.43,0.133,8,-13.512,1,0.0311,0.874,0.000322,0.113,0.16,107.916,216653,4
"Georgia","Vance Joy","429EttO8gs0bDo2SQfUNSm",0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507,4
"Hello My Old Heart","The Oh Hellos","2c62Xf5Po1YSa1N6LOjPHy",0.557,0.299,0,-10.634,1,0.0266,0.624,0.0308,0.0914,0.297,90.081,256007,4
"Haunt Me","Samsa","2qwGNZ1cLhF5i1r73jXjiO",0.773,0.797,1,-7.184,0,0.276,0.229,0,0.138,0.836,85.016,260859,4
"Good Thing Go","Quinn XCII","7hV7333ajQNI1J6R5C9A8c",0.876,0.376,4,-9.341,1,0.257,0.476,0,0.106,0.326,113.902,212453,4
"Winter","RELIC","6VTNJbxYwWjvC0Nqm09oT4",0.667,0.68,11,-11.07,1,0.0579,0.0395,0.00000207,0.168,0.676,114.95,235598,4
"Lake Missoula","Richy Mitch & The Coal Miners","4x1dWc1GgAfC04GcTlllax",0.446,0.247,11,-13.036,0,0.0287,0.905,0.233,0.111,0.245,138.328,106250,1
"It Won't Be Long","Okay Mann","5hHuux42yF2Wedmm1hX09V",0.636,0.283,3,-12.356,1,0.0333,0.886,0.0000144,0.0989,0.594,113.885,228211,5
"Utah","Brotherkenzie","6RZqf37lR2vnJ2AiZFINtl",0.56,0.325,4,-8.622,1,0.0314,0.954,0.00278,0.209,0.225,68.558,145401,4
"First Winter","Wrabel","11aDztfDWwW2fMwL5m438y",0.627,0.164,8,-10.57,1,0.0342,0.962,0.00000411,0.0997,0.218,142.691,176788,4
"Televised","HUNNY","35Ki1lvKPC2sFBD3GmKdRG",0.591,0.746,8,-7.762,1,0.0444,0.000729,0,0.127,0.432,107.965,194717,4
"Tide","Bearings","6MBTuI30fBCY1y3ZdaTNzP",0.418,0.471,5,-10.081,1,0.0301,0.769,0,0.11,0.375,110.062,159553,4
"Roll It Back","LUTHI","37VlraHNV0dkzrudtmtYUA",0.763,0.394,10,-5.206,1,0.0581,0.0612,0.00506,0.0878,0.57,140.023,252663,4
"Kathrin With a K","Super Whatevr","4KlbJch4OzwdMEWGVECEtJ",0.631,0.271,2,-10.481,1,0.028,0.609,0.0011,0.113,0.29,99.912,267716,4
"You Deserve an Island","Chase Huglin","2YXbwp5kIJ0gAIbsWF9ISt",0.752,0.359,4,-9.57,1,0.0557,0.701,0,0.0656,0.536,93.068,111129,4
"Coconut","Shag Rock","5zVrzLU4NiuYsdJmLH5R6g",0.685,0.636,11,-5.903,1,0.0288,0.43,0.0000151,0.0988,0.661,130.023,187893,4
"Why Can't We Be Friends?","Jordy Searcy","0GfSic6OxNWqnYqDFbFbFN",0.79,0.449,0,-6.973,1,0.0595,0.524,0.00000477,0.077,0.66,82.044,207656,4
"Morbid Mind","Jack Kays","7g729lW7Fcm3knbVp5VzPG",0.737,0.708,0,-2.059,1,0.032,0.645,0,0.111,0.721,126.052,136712,4
"Golden Hour","Champagne Lane","2pU78FvLAjcRrDEjEH7L3M",0.731,0.575,4,-11.68,1,0.0441,0.343,0.0000661,0.0991,0.764,97.043,278011,4
"We're Going to Be Friends","The White Stripes","3sRqWnnFdsnWxdLlr0hOUM",0.537,0.421,7,-7.116,1,0.0276,0.701,0,0.0817,0.428,97.183,141224,4
"Hibernate With Me","Benjamin Scheuer","1ukC2EBQxxbX2ODKpeGAaa",0.512,0.408,1,-11.84,1,0.038,0.854,0.00000384,0.117,0.535,97.786,173880,4
"Stella Brown","Jelani Aryeh","4gwltSjdrzKtKz9dlk2Wja",0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,187415,4
"Autodomesticated Animal","Birdtalker","3B93RCDFyuUsdnfvefP6pP",0.592,0.638,4,-7.643,1,0.0337,0.305,0,0.214,0.424,113.921,277733,4
"Long Strange Trip...","Cisco Adler","6vso25ZkwAAm2rtDhsqrAF",0.829,0.271,7,-10.79,1,0.0405,0.947,0.000324,0.11,0.338,125.001,192307,4
"thrifted youth","dalynn","6jnlnvLfayYxvn4kYQl36c",0.57,0.0674,11,-14.907,0,0.0793,0.877,0,0.0861,0.47,73.343,200526,4
"Stuck in the Middle","Tai Verdes","2HQPOVBAOU2EBTy1nBGRiW",0.844,0.429,2,-9.308,1,0.0448,0.574,0,0.0949,0.764,119.989,196000,4
"Alaska","Little Hurt","0sSoNYwZLoE4gLAKIG4uYL",0.796,0.582,7,-3.319,1,0.146,0.132,0,0.093,0.915,139.997,188679,4
"Mistaken for Granite","Golden Boy","41mP5TwtO4elH632C5BozF",0.628,0.565,7,-5.959,1,0.0969,0.567,0,0.0981,0.387,145.905,205774,4
"WHERE MY MONEY GOES (feat. CHIKA)","firekid","63lXZuRtchDXx1fRlVxGxL",0.761,0.593,10,-8.831,1,0.0869,0.747,0,0.116,0.888,110.066,246493,4
"Catie Rae","This Wild Life","0fctnQhalww3PGBVutf3MO",0.344,0.46,10,-9.399,1,0.0319,0.709,0,0.117,0.528,84.469,132453,4
"Runaway Goliath","Mantaraybryn","2pI6ZxY5eRJ4pWRLL28xCP",0.715,0.697,2,-7.516,1,0.0576,0.282,0,0.0873,0.411,88.987,237631,4
"McLean's Baby Boy","Neighbor Susan","2slJjf2J4Fau7KDgD6ip5D",0.708,0.543,9,-9.113,1,0.0312,0.0126,0.00359,0.116,0.393,125.013,400000,4
"Simple Words","Diners","0DLGMWGYDbjo3WCvEe0viL",0.648,0.548,4,-6.77,1,0.0309,0.55,0,0.213,0.705,117.404,164867,4
"Flower in the City","The Other Favorites","2KH5loLRXyNgheGPIxSBlW",0.597,0.132,11,-17.435,1,0.0322,0.851,0.000237,0.094,0.246,106.083,255744,4
"If I'd Never Seen Your Face","Ryan Lerman","0C1GdS8ORJqxpXZJI3cGmR",0.625,0.614,10,-5.115,0,0.0534,0.0905,0.00000363,0.105,0.788,127.893,172773,4
"a conversation about identity","tea","7uxLaYX3VYYSyG3ghpjqXi",0.879,0.415,4,-9.981,1,0.0512,0.664,0.102,0.362,0.46,121.927,151491,4
"Motorola","Miloe","4K8T9ahrkh0ZnANKXag0n3",0.825,0.585,11,-7.376,1,0.0376,0.764,0,0.256,0.566,115.09,145503,4
"Valentine Girl","Sam Burchfield","453OMWBBVnfHG86LaKsrKZ",0.663,0.441,2,-7.214,1,0.0397,0.323,0.0000173,0.09,0.354,109.042,235640,4
"Jerusalem, New York, Berlin","Vampire Weekend","7lQgoAWAFAo0XW7dW2TL1y",0.562,0.199,9,-10.4,1,0.0574,0.917,0,0.229,0.4,134.039,174653,4
"Backseat","Lafrantz","2V44oohInzH6JQrWZrlQMP",0.771,0.44,2,-9.598,0,0.0394,0.472,0.0000195,0.106,0.832,144.931,159558,4
"Joshua Tree","Rozzi","3iExRKI7vV9RrzvAuXmMTY",0.869,0.395,11,-5.743,0,0.0633,0.906,0,0.0956,0.57,101.902,231656,4
"Supalonely","BENEE","4nK5YrxbMGZstTLbvj6Gxw",0.863,0.631,7,-4.689,1,0.0534,0.305,0.0000304,0.123,0.817,128.977,223480,4
"The Idea of Growing Old","The Features","48Az2X7ZsYZTyZgEDkif9q",0.558,0.72,7,-5.878,1,0.0283,0.00783,0.00000289,0.169,0.487,105.911,192547,4
"São Paulo","Vincent Mango","0UveavG8EANhh5v68UHUNK",0.446,0.884,7,-5.469,1,0.069,0.00489,0.0001,0.196,0.585,155.011,169091,4
"Headache","August Kuper","678rh20Yi6nv2UB61lmEa4",0.48,0.453,6,-11.902,0,0.0508,0.717,0,0.141,0.0828,106.971,255981,4
"When You're Around","From Indian Lakes","0wpTcvlxJvL8mswizZgNul",0.685,0.331,5,-14.058,1,0.0446,0.896,0.0241,0.0965,0.235,87.932,193863,4
"Beige (unburdened)","Yoke Lore","5RwV6h5im9xwquPwzjs8IX",0.377,0.296,10,-9.815,1,0.0902,0.826,0.0000105,0.093,0.243,80.13,196507,4
"Back to You","Hardcastle","61APJ1e19xIKpz3w2U10Bn",0.518,0.519,5,-3.858,1,0.0274,0.123,0.0000824,0.419,0.505,78.012,236652,4
"Dark Red","Thomas Rowland","0MeGdNYrMWl88cefGjr0pk",0.558,0.286,10,-16.822,0,0.0411,0.593,0.00148,0.0904,0.591,171.865,173793,4
"Ohio","The Hussey Brothers","4MtS2Z9GtRTwhqJ3EWJHEi",0.461,0.371,10,-9.14,1,0.0311,0.854,0,0.166,0.378,141.981,233980,3
"Hope You Do","Cinders","00qRk4psq7Q75yWrlN0SBC",0.735,0.418,0,-8.449,1,0.0451,0.143,0.00000548,0.0776,0.284,139.977,289878,4
"Isabella","Talladega","1i1pKSqsCTSUICm3QpiMGU",0.793,0.661,2,-5.874,1,0.0354,0.27,0,0.0506,0.932,120.071,110500,4
"messy","emily the band","6hXtw6QVSVEWbMb15YrUHI",0.558,0.447,1,-11.064,1,0.102,0.607,0,0.177,0.249,203.853,254119,4
"Aging out of the 20th Century","Trash Panda","5gVMHBodcPKPvFTxnFV5BT",0.55,0.132,10,-15.643,1,0.0387,0.951,0.0021,0.117,0.241,114.974,206684,4
"Chicago Summertime","The North And Wells Band","7BNXREnWptfsCMXzu2rBmk",0.42,0.489,9,-11.07,1,0.103,0.202,0,0.277,0.375,115.39,168099,4
"Twenty Two and Some Change","Stephen Day","6K5w15Q6yccYgd2ZK4Iumn",0.655,0.462,8,-9.438,1,0.0673,0.438,0.000462,0.167,0.749,140.382,174240,4
"Dave's Song - Demo","Whitney","3c2sK4jst0tiD8xEbvQJuB",0.637,0.456,1,-11.592,1,0.0415,0.759,0.166,0.203,0.319,134.687,191606,4
"Trouble","Jon Zane","4SDSJtOAM2kOF1MvOnjbxL",0.639,0.358,4,-11.16,1,0.0292,0.883,0,0.326,0.252,134.954,202134,4
"Saccharine","Atta Boy","2WFJ4lrFWnsZFUPSn9ETkX",0.375,0.289,4,-11.508,1,0.0295,0.525,0.0126,0.0898,0.114,76.328,304813,4
"Sunday","Office Hours","0wjpNwZnMbp34RmN18sOJW",0.801,0.62,2,-9.158,1,0.0541,0.184,0.00285,0.219,0.861,132.956,259919,4
"Best Intentions","Hodera","30x4FrHvLeQquxj58kjdHi",0.56,0.363,1,-10.826,1,0.0323,0.638,0.0000014,0.13,0.132,109.954,224800,4
"I Could Make You So Happy","Bombadil","3WUo41EtLoJIkakMakpdk4",0.712,0.3,4,-15.369,1,0.0332,0.543,0,0.128,0.46,110.734,207229,4
"Maine","The Tragic Thrills","2fhXlfAnC1KXmc1ro7OiWO",0.612,0.526,0,-7.35,1,0.0277,0.0463,0.00000137,0.108,0.533,117.991,305253,3
"Being Around","The Slaps","6ixK5JMnYbGr8ZLXU0TpWs",0.672,0.108,11,-15.48,1,0.038,0.975,0,0.109,0.341,95.043,160500,4
"Coffee","Havelin","3MMt2epZdwUT2qiWP8mzrT",0.41,0.446,7,-7.674,1,0.0282,0.537,0,0.253,0.418,74.174,203926,4
"On & On & On","Caamp","139xoLhM166648O3iGusyh",0.644,0.412,0,-8.656,1,0.0283,0.77,0.0691,0.0753,0.691,121.326,217040,4
"Train Song","Danny Fishman","0m2mltkINtdRvKe1lG5AhM",0.664,0.595,0,-7.597,1,0.0427,0.446,0.000275,0.119,0.629,159.974,204401,4
"Be Glad I Love You (Go to Bed)","Bug Hunter","5uXZ5KocfALV60IJwcV5KN",0.653,0.621,9,-4.019,1,0.0914,0.774,0,0.0766,0.679,124.82,218933,4
"Watercolors","Holland Teed","2Lh3lYgrxGbo4Jk2dOvthz",0.362,0.369,10,-11.687,1,0.0382,0.901,0.0000186,0.14,0.142,95.009,229669,4
"The Answer","Honey Butter","7cs7eJjQvyOG4CqwB3JAJ4",0.449,0.262,10,-10.866,1,0.0412,0.762,0.00000433,0.0776,0.521,174.576,290087,4
"Bonnie & Clyde","Vance Joy","1SqtvHdK7YCSPFJLZ0a3ZD",0.715,0.611,0,-5.448,1,0.0367,0.893,0.0113,0.0968,0.412,117.87,194080,4
"Rachel","Steppes","7JzVWSZUQhOe8lXB4BJfjH",0.466,0.821,3,-3.798,1,0.0384,0.00535,0,0.342,0.408,137.876,198667,4
"Older","Brother Moses","0pNZbcaEUUUaU0rZVG1Tl2",0.614,0.682,0,-5.389,1,0.107,0.0249,0.024,0.221,0.637,159.906,176200,4
"This Love Is Sarcastic","Jakob Leventhal","3JojHINS3eGsY1zf4GlA5n",0.528,0.512,11,-10.434,1,0.0302,0.385,0.000134,0.167,0.384,140.221,213356,4
"Beggar's Song","Matt Maeson","4NK49OnNDP3oJcTGs89XSg",0.446,0.456,6,-7.338,1,0.054,0.595,0,0.0752,0.27,145.056,235053,4
"The Thought of You","Logan Smith","4vh9bxS0ekRVMwdQ0l6Kcv",0.625,0.522,7,-5.517,1,0.0296,0.468,0,0.3,0.607,91.973,194113,4
"Girlfriends","The Academic","1cPNHoDgXMXajqgogNiWxa",0.515,0.645,4,-7.154,1,0.0294,0.0438,0.0000379,0.154,0.399,108.948,211804,4
"Sky Is a Bed","The Humble Cheaters","2Ey9gASbCNN3nMWJA5bEAn",0.465,0.478,8,-11.042,0,0.0283,0.0302,0,0.148,0.379,95.464,211069,4
"Partners in Crime","FINNEAS","5q70KuhgvW5vaietlERAKK",0.572,0.42,7,-12.714,1,0.339,0.804,0.00063,0.0966,0.436,172.681,223283,3
"90210","blackbear","2mZF9Se9RWzjxK6EnXvIZG",0.82,0.43,0,-9.713,0,0.0356,0.16,0.00000161,0.11,0.424,89.986,207733,4
"Girl from the Sidewalk","Noah Floersch","6nl9rGhUUdGqqdT6ymK8e8",0.645,0.773,7,-8.392,1,0.0574,0.607,0.0000041,0.113,0.386,152.038,404211,4
"I Feel Good About This","The Mowgli's","7d06uajfr1DZUeKVCaE9BS",0.525,0.841,7,-6.053,1,0.0419,0.00428,0,0.146,0.495,119.864,201528,4
"Pretty Girl","LaPeer","6k7XKEdFxepEpxbwjeOZqI",0.578,0.696,2,-5.32,1,0.0334,0.216,0,0.0975,0.415,91.022,247603,4
"More Lucky Than This","Brent Walsh","17lvbuLQBcxmKv9QNrRrHG",0.625,0.334,9,-8.623,1,0.0291,0.718,0,0.113,0.374,118.227,238160,3
"Texas Tea","Jon Bryant","5G8OzffnHuUkIhm8yBCkny",0.539,0.275,2,-11.556,1,0.031,0.768,0.00000142,0.127,0.403,81.455,285413,4
"Birds (feat. Terrence Williams Jr)","Thomas Sanders","0p7LqvPd3sMXbgHLcvFXbw",0.504,0.348,5,-9.118,1,0.03,0.878,0,0.113,0.323,105.766,209069,4
"Friday Night Placebo","Sidney Gish","0D2fhu8YeX344izprjfSW9",0.377,0.189,11,-11.739,1,0.038,0.905,0,0.228,0.334,149.575,220909,4
"Color Me In","Ian Logan","7KMUoNSioygX1iiLrkpKYJ",0.555,0.333,0,-9.769,1,0.0346,0.519,0,0.0932,0.545,137.35,180141,4
"Hazel Eyes","j solomon","3TcJ8rBxlvLblqsb75oLSM",0.627,0.182,7,-17.931,1,0.128,0.825,0.00251,0.118,0.371,134.922,226302,5
"Suzie","The Northern Empty","4OgdaouI6YOFFFiHflek8W",0.708,0.852,3,-8.235,1,0.029,0.292,0.000259,0.0693,0.909,126.995,192464,4
"Acid Girl","Phoneboy","6MgxhqQ6W6HXJU2R602nYf",0.702,0.518,11,-6.831,1,0.0274,0.147,0.00000629,0.0883,0.716,115.984,210352,4
"Sunshine.","Sunseek","7FEo6KEtCeJ6GOEqpvgmsf",0.613,0.479,0,-9.312,1,0.282,0.884,0,0.184,0.624,82.704,141688,4
"Young Love","Phillip Vo","2io8RSvr3NQiCN6hl53lU3",0.695,0.673,1,-7.314,1,0.0402,0.321,0.0000024,0.0854,0.696,101.948,214133,4
"The Night We Met","Lord Huron","0QZ5yyl6B6utIWkxeBDxQN",0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3
"Ends of the Earth","Lord Huron","4yyg2J2uXOjCtCyT64984C",0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965,284147,4
"Michigan and Again","The Accidentals","5BZIKwbLZXFKiEKbQGlJpv",0.282,0.59,2,-7.551,1,0.0985,0.491,0,0.169,0.431,190.285,263200,3
"Photos from When We Were Young","Nana Grizol","4XJQbDTfGC603ipqFld7wI",0.602,0.374,7,-8.425,1,0.0279,0.585,0,0.187,0.598,83.5,205173,3
"Cherry Cola","Floyd's Boys","1Ewa2K9dUgYJlVAr6MfO9T",0.522,0.341,11,-14.61,0,0.485,0.204,0.000504,0.318,0.407,156.906,200500,4
"Girl","Jukebox The Ghost","63OB8oKmBUUYiRtrRtFCvX",0.605,0.615,8,-5.617,1,0.0474,0.479,0,0.137,0.841,172.211,213787,4
"you're my world","atlas","7tjLhVohcthjLc72nXrWT2",0.785,0.563,6,-7.805,1,0.103,0.655,0.00916,0.108,0.425,86.025,157038,4
"Boy Who Has Everything","Annika Bennett","37hblhCnC5YzhDQH58Rgpi",0.552,0.199,1,-13.353,1,0.0347,0.862,0.0000769,0.113,0.266,135.604,186291,3
"September Told Me","Juice","1eoBjst5AVu1y4Wn4dkD9A",0.485,0.868,4,-4.372,0,0.0569,0.309,0,0.1,0.614,135.146,255880,4
"I've Got a Huge Crush On You","SNCKPCK","6dicM918CC5hUttgpHOPPi",0.544,0.306,0,-11.433,1,0.052,0.894,0,0.189,0.538,106.109,168130,4
"Blue Eyed Girl","The Arcadian Wild","2FJAhnmZlX8Pz6hho6jJi0",0.632,0.314,7,-9.829,1,0.0278,0.659,0.000144,0.224,0.333,129.954,285000,4
